"","x"
"3014","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"3015","RT @wjdrl: 이재명이 이렇게 일을 잘한다.
돼지열병이 경기도에 창궐해서 수십만마리를 살처분했는데 경기도지사라는 이재명은 국회 들락거리고 이해찬을 비롯한 국회의원들과 쇼하기 바쁘다
이런걸 일잘하게 무죄탄원서 쓰란다
돼지선지를 아가리에 퍼부을놈들…"
"3016","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3017","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3018","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3019","RT @easywithme: 경기도 연천에서 아프리카돼지열병(ASF)에 따른 살처분 돼지에서 침출수가 유출된 것과 관련해 정부가 12일 뒤늦게 현지 점검에 나서겠다고 밝혔다.

사고는 당소자가 치고
욕은 정부가 듣는군

https://t.co/SIE…"
"3020","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"3021","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3022","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3023","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"3024","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"3025","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"3026","RT @wjdrl: 이재명이 이렇게 일을 잘한다.
돼지열병이 경기도에 창궐해서 수십만마리를 살처분했는데 경기도지사라는 이재명은 국회 들락거리고 이해찬을 비롯한 국회의원들과 쇼하기 바쁘다
이런걸 일잘하게 무죄탄원서 쓰란다
돼지선지를 아가리에 퍼부을놈들…"
"3027","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"3028","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"3029","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"3030","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"3031","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"3032","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"3033","RT @eduzang: 당원과 지지자들은
주말마다 조국 수호 촛불

당과 대표는
점명이 수호 원팀 호러 놀이

뉴스에선
아프리카 열병 살처분 돼지 핏물로 임진강 유역 하천 오염..

점명이류 권력 향한 탐욕
돼지 새끼들 식탐만큼이나 제어가 안되는구나…"
"3034","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"3035","RT @wjdrl: 이재명이 이렇게 일을 잘한다.
돼지열병이 경기도에 창궐해서 수십만마리를 살처분했는데 경기도지사라는 이재명은 국회 들락거리고 이해찬을 비롯한 국회의원들과 쇼하기 바쁘다
이런걸 일잘하게 무죄탄원서 쓰란다
돼지선지를 아가리에 퍼부을놈들…"
"3036","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"3037","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"3038","RT @rude002: 울 이모님은 홍성에서 양돈업을 30년 넘게 해오셨다. 현재 축사 2채를 보유중이시며
3천마리 정도를 사육중이시다. 돼지열병때문에 걱정을 많이 하고 계시지만
그래도 아직 홍성은 뚫리지 않았다.
이재명..... 일해라. 
유죄확정…"
"3039","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3040","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"3041","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3042","RT @wjdrl: 이재명이 이렇게 일을 잘한다.
돼지열병이 경기도에 창궐해서 수십만마리를 살처분했는데 경기도지사라는 이재명은 국회 들락거리고 이해찬을 비롯한 국회의원들과 쇼하기 바쁘다
이런걸 일잘하게 무죄탄원서 쓰란다
돼지선지를 아가리에 퍼부을놈들…"
"3043","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"3044","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"3045","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"3046","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"3047","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3048","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3049","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3050","RT @showtime_kr: ㄹ) 온통 경기도만 돼지열병에 난리가 났는데.. 이제와 국회까지 납시어서 한돈 홍보하며 우리 돼지 사먹자고 홍보하는것도 웃기지만.. 아무리 총선이라고 해도 유난히 경기도지사님과 어울리며 웃고있는 당대표 모습이 당원이나…"
"3051","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3052","@sky22j0423 @Winterreise16 아프리카돼지열병은 전염성이 강하다고 들었는데 저렇게 흘러넘치는 핏물에 조금이라도 감염된 피가 섞여있으면 큰일일텐데요. 저래 놓고 돼지탈 쓰고 논 거예요? 하는 짓마다 욕 나오네."
"3053","RT @myungrang: 당대표 참잘하고 있는짓이다
쯧쯧!
왜 재판받는 사람만 따라다니는거냐?
경수에게는 왜안가보냐?
조선소 한번가자해서 살아나고있는 조선사업이나 홍보해라.
강원도는 한마리도 안죽였는데 경기도는 돼지열병에 십몇만마리나 죽였잖아 그런…"
"3054","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"3055","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"3056","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"3057","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"3058","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3059","RT @hwaga_story: <U+0001F5E3> 돼지가 뭔 죄냐!!!

&lt;이명박&gt;
<U+2022>구제역 - 360만 마리 살처분

&lt;이재명&gt;
<U+2022>돼지 열병 - 임진강 유역 4만 마리 살처분 

살처분만 한다고 끝나는 게 아니다...

- 침출수 문제
- 하천 및 지하수 오염
-…"
"3060","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
